CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;QT_COTA;VL_PATRIM_COTA;NR_COTST;ENTID_INVEST;PUBLICO_ALVO;VL_CAP_COMPROM;QT_COTA_SUBSCR;VL_CAP_SUBSCR;QT_COTA_INTEGR;VL_CAP_INTEGR;VL_INVEST_FIP_COTA;NR_COTST_SUBSCR_PF;PR_COTA_SUBSCR_PF;NR_COTST_SUBSCR_PJ_NAO_FINANC;PR_COTA_SUBSCR_PJ_NAO_FINANC;NR_COTST_SUBSCR_BANCO;PR_COTA_SUBSCR_BANCO;NR_COTST_SUBSCR_CORRETORA_DISTRIB;PR_COTA_SUBSCR_CORRETORA_DISTRIB;NR_COTST_SUBSCR_PJ_FINANC;PR_COTA_SUBSCR_PJ_FINANC;NR_COTST_SUBSCR_INVNR;PR_COTA_SUBSCR_INVNR;NR_COTST_SUBSCR_EAPC;PR_COTA_SUBSCR_EAPC;NR_COTST_SUBSCR_EFPC;PR_COTA_SUBSCR_EFPC;NR_COTST_SUBSCR_RPPS;PR_COTA_SUBSCR_RPPS;NR_COTST_SUBSCR_SEGUR;PR_COTA_SUBSCR_SEGUR;NR_COTST_SUBSCR_CAPITALIZ;PR_COTA_SUBSCR_CAPITALIZ;NR_COTST_SUBSCR_FII;PR_COTA_SUBSCR_FII;NR_COTST_SUBSCR_FI;PR_COTA_SUBSCR_FI;NR_COTST_SUBSCR_DISTRIB;PR_COTA_SUBSCR_DISTRIB;NR_COTST_SUBSCR_OUTRO;PR_COTA_SUBSCR_OUTRO;NR_TOTAL_COTST_SUBSCR;PR_TOTAL_COTA_SUBSCR;CLASSE_COTA;NR_COTST_SUBSCR_CLASSE;QT_COTA_SUBSCR_CLASSE;QT_COTA_INTEGR_CLASSE;VL_QUOTA_CLASSE;DIREITO_POLIT_CLASSE;DIREITO_ECON_CLASSE
01.909.558/0001-57;INVESTIDORES INSTITUCIONAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;4603790.170000000000;;;;S;Investidores qualificados;403051116.57000000;728975.89894200;403051116.57000000;728975.89894200;403051116.57000000;0.00000000;0.00000000;0.00000000;2.00000000;1.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;90.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.70000000;0.00000000;0.00000000;0.00000000;0.00000000;15.00000000;100.00000000;1;15.00000000;728975.89894199;728975.89894199;6.31542164;N;N
01.909.558/0001-57;INVESTIDORES INSTITUCIONAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;4683887.460000000000;;;;S;Investidores qualificados;403051116.57000000;728975.89894200;403051116.57000000;728975.89894200;403051116.57000000;0.00000000;0.00000000;0.00000000;2.00000000;1.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;90.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.70000000;0.00000000;0.00000000;0.00000000;0.00000000;18.00000000;100.00000000;1;18.00000000;728975.89894199;728975.89894199;6.42529810;N;N
01.909.558/0001-57;INVESTIDORES INSTITUCIONAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;4783541.120000000000;;;;S;Investidores qualificados;403051116.57000000;728975.89894200;403051116.57000000;728975.89894200;403051116.57000000;0.00000000;0.00000000;0.00000000;2.00000000;1.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;90.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.70000000;0.00000000;0.00000000;0.00000000;0.00000000;18.00000000;100.00000000;1;18.00000000;728975.89894199;728975.89894199;6.56200174;N;N
01.909.558/0001-57;INVESTIDORES INSTITUCIONAIS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-12-31;4762019.790000000000;;;;S;Investidores qualificados;403051116.57000000;728975.89894200;403051116.57000000;728975.89894200;403051116.57000000;0.00000000;0.00000000;0.00000000;2.00000000;1.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;24.00000000;90.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.70000000;0.00000000;0.00000000;0.00000000;0.00000000;28.00000000;100.00000000;1;28.00000000;728975.89894199;728975.89894199;6.53247905;N;N
04.258.365/0001-71;MVP TECH FUND - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS EMERGENTES DE BASE TECNOLÓGICA;2023-03-31;958080.790000000000;;;;S;Investidores qualificados;25505010.60000000;1275.25000000;25505010.60000000;1275.25000000;25505010.60000000;0.00000000;1.00000000;8.91000000;1.00000000;0.17000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;54.96000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;5.20000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;30.76000000;7.00000000;100.00000000;Única;7.00000000;1275.25000000;1275.25000000;751.28829050;N;N
04.258.365/0001-71;MVP TECH FUND - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS EMERGENTES DE BASE TECNOLÓGICA;2023-06-30;984962.910000000000;;;;S;Investidores qualificados;25505010.60000000;1275.25000000;25505010.60000000;1275.25000000;25505010.60000000;0.00000000;1.00000000;8.91000000;1.00000000;0.17000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;54.96000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;5.20000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;30.76000000;7.00000000;100.00000000;Única;7.00000000;1275.25000000;1275.25000000;751.28829050;N;N
04.258.365/0001-71;MVP TECH FUND - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS EMERGENTES DE BASE TECNOLÓGICA;2023-09-30;745895.890000000000;;;;S;Investidores qualificados;25505010.60000000;1275.25000000;25505010.60000000;1275.25000000;25505010.60000000;0.00000000;1.00000000;8.91000000;1.00000000;0.17000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;54.96000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;5.20000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;30.76000000;7.00000000;100.00000000;ÚNICA;7.00000000;1275.25000000;1275.25000000;584.90145500;N;N
04.258.365/0001-71;MVP TECH FUND - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS EMERGENTES DE BASE TECNOLÓGICA;2023-12-31;27036.970000000000;;;;S;Investidores qualificados;25505010.60000000;1275.25000000;25505010.60000000;1275.25000000;25505010.60000000;0.00000000;1.00000000;8.91000000;1.00000000;0.17000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;54.96000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;5.20000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;30.76000000;7.00000000;100.00000000;ÚNICA;7.00000000;1275.25000000;1275.25000000;21.20130070;N;N
04.904.732/0001-67;REIF - RETURNING ENTREPRENEUR INVESTMENT FUND - FUNDO DE INVEST. EM PARTICIP. EM EMPRESAS EMERGENTES;2023-03-31;1954826.190000000000;;;;S;Investidores qualificados;22000000.00000000;2200.00000000;22000000.00000000;2200.00000000;22000000.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;68.18000000;0.00000000;0.00000000;2.00000000;31.82000000;5.00000000;100.00000000;0;0.00000000;0.00000000;0.00000000;0.00000000;N;N
04.904.732/0001-67;REIF - RETURNING ENTREPRENEUR INVESTMENT FUND - FUNDO DE INVEST. EM PARTICIP. EM EMPRESAS EMERGENTES;2023-03-31;1954826.190000000000;;;;S;Investidores qualificados;22000000.00000000;2200.00000000;22000000.00000000;2200.00000000;22000000.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;68.18000000;0.00000000;0.00000000;2.00000000;31.82000000;5.00000000;100.00000000;Única;5.00000000;2200.00000000;2200.00000000;888.55735910;N;N
04.904.732/0001-67;REIF - RETURNING ENTREPRENEUR INVESTMENT FUND - FUNDO DE INVEST. EM PARTICIP. EM EMPRESAS EMERGENTES;2023-06-30;1536207.700000000000;;;;S;Investidores qualificados;22000000.00000000;2200.00000000;22000000.00000000;2200.00000000;22000000.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;68.18000000;0.00000000;0.00000000;2.00000000;31.82000000;5.00000000;100.00000000;Única;5.00000000;2200.00000000;2200.00000000;698.27622730;N;N
04.904.732/0001-67;REIF - RETURNING ENTREPRENEUR INVESTMENT FUND - FUNDO DE INVEST. EM PARTICIP. EM EMPRESAS EMERGENTES;2023-09-30;1336343.560000000000;;;;S;Investidores qualificados;22000000.00000000;2200.00000000;22000000.00000000;2200.00000000;22000000.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;68.18000000;0.00000000;0.00000000;2.00000000;31.82000000;5.00000000;100.00000000;ÚNICA;5.00000000;2200.00000000;2200.00000000;607.42889090;N;N
04.904.732/0001-67;REIF - RETURNING ENTREPRENEUR INVESTMENT FUND - FUNDO DE INVEST. EM PARTICIP. EM EMPRESAS EMERGENTES;2023-12-31;1305010.210000000000;;;;S;Investidores qualificados;22000000.00000000;2200.00000000;22000000.00000000;2200.00000000;22000000.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;68.18000000;0.00000000;0.00000000;2.00000000;31.82000000;5.00000000;100.00000000;ÚNICA;5.00000000;2200.00000000;2200.00000000;593.18645910;N;N
06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2023-03-31;18462135.570000000000;;;;S;Investidores qualificados;10317201.00000000;103.00000000;10317201.00000000;103.00000000;10317201.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;179244.03466019;N;N
06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2023-06-30;18462135.570000000000;;;;S;Investidores qualificados;10317201.00000000;103.00000000;10317201.00000000;103.00000000;10317201.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;179244.03466019;N;N
06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2023-09-30;12871912.930000000000;;;;S;Investidores qualificados;10317201.00000000;103.00000000;10317201.00000000;103.00000000;10317201.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;124970.02844000;N;N
06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2023-09-30;12871912.930000000000;;;;S;Investidores qualificados;10317201.00000000;103.00000000;10317201.00000000;103.00000000;10317201.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;91861.52144032;91861.52144030;918.74413519;N;N
06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2023-12-31;27316229.660000000000;;;;S;Investidores qualificados;10317201.00000000;103.00000000;10317201.00000000;103.00000000;10317201.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;265206.11320388;N;N
06.940.581/0001-28;ENERGIA PCH - FIP MULTIESTRATÉGIA;2023-03-31;26797130.200000000000;;;;S;Investidores qualificados;542840059.24000000;4402.51947557;542840059.24000000;4400.72037200;542612059.23000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;7.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;7.00000000;100.00000000;1;7.00000000;4402.51947557;4400.72037200;6089.25992700;N;N
06.940.581/0001-28;ENERGIA PCH - FIP MULTIESTRATÉGIA;2023-06-30;37471423.970000000000;;;;S;Investidores qualificados;542840059.24000000;4402.51947557;542840059.24000000;4400.72037200;542612059.23000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;7.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;7.00000000;100.00000000;1;7.00000000;4402.51947557;4400.72037200;8514.83866700;N;N
06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2023-03-31;-10437346.940000000000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02981000;296310133.22000000;0.00000000;4.00000000;3.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;32.02000000;0.00000000;0.00000000;9.00000000;44.41000000;17.00000000;100.00000000;1;17.00000000;407203.02985557;407203.02981000;-25.63180070;N;N
06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2023-06-30;-9076017.829999980000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02981000;296310133.22000000;0.00000000;4.00000000;3.57000000;1.00000000;13.13000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;32.02000000;0.00000000;0.00000000;10.00000000;31.28000000;19.00000000;100.00000000;1;19.00000000;407203.02985557;407203.02981000;-22.28867950;N;N
06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2023-09-30;-9681138.809999970000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02981000;296310133.22000000;0.00000000;4.00000000;3.57000000;1.00000000;13.13000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;32.02000000;0.00000000;0.00000000;11.00000000;31.28000000;20.00000000;100.00000000;1;20.00000000;407203.02985557;407203.02981000;-23.77472190;N;N
06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2023-12-31;-14909702.870000000000;;;;S;Investidores qualificados;0.00000000;407203.02985557;0.00000000;407203.02981000;0.00000000;0.00000000;4.00000000;3.57000000;1.00000000;13.13000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;32.02000000;0.00000000;0.00000000;11.00000000;31.28000000;20.00000000;100.00000000;1;20.00000000;407203.02985557;407203.02981000;-36.61491140;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;25446.770000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;1;2.00000000;273512028.16520700;328.09489020;47.14081340;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;25446.770000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;2;3.00000000;119559206.42459000;143.41879210;47.14082370;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;25446.770000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;3;5.00000000;55728765.42465270;66.85016120;47.14079880;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;25446.770000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;4;1.00000000;1199999.98555029;1.43947550;47.14217090;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;1;2.00000000;273512028.16520700;328.09489020;1.02875730;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;2;3.00000000;119559206.42459000;143.41879210;1.02873550;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;3;5.00000000;55728765.42465270;66.85016120;1.02871850;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;4;1.00000000;1199999.98555029;1.43947550;1.02815230;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;1;2.00000000;273512028.16520700;328.09489020;1.02875730;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;2;3.00000000;119559206.42459000;143.41879210;1.02873550;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;3;5.00000000;55728765.42465270;66.85016120;1.02871850;N;N
07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;555.320000000000;;;;N;Investidores profissionais;8588348.44000000;450000000.00000000;8588348.44000000;539.80331900;938602.02000000;0.00000000;11.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;4;1.00000000;1199999.98555029;1.43947550;1.02815230;N;N
