CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;QT_COTA;VL_PATRIM_COTA;NR_COTST;ENTID_INVEST;PUBLICO_ALVO;VL_CAP_COMPROM;QT_COTA_SUBSCR;VL_CAP_SUBSCR;QT_COTA_INTEGR;VL_CAP_INTEGR;VL_INVEST_FIP_COTA;NR_COTST_SUBSCR_PF;PR_COTA_SUBSCR_PF;NR_COTST_SUBSCR_PJ_NAO_FINANC;PR_COTA_SUBSCR_PJ_NAO_FINANC;NR_COTST_SUBSCR_BANCO;PR_COTA_SUBSCR_BANCO;NR_COTST_SUBSCR_CORRETORA_DISTRIB;PR_COTA_SUBSCR_CORRETORA_DISTRIB;NR_COTST_SUBSCR_PJ_FINANC;PR_COTA_SUBSCR_PJ_FINANC;NR_COTST_SUBSCR_INVNR;PR_COTA_SUBSCR_INVNR;NR_COTST_SUBSCR_EAPC;PR_COTA_SUBSCR_EAPC;NR_COTST_SUBSCR_EFPC;PR_COTA_SUBSCR_EFPC;NR_COTST_SUBSCR_RPPS;PR_COTA_SUBSCR_RPPS;NR_COTST_SUBSCR_SEGUR;PR_COTA_SUBSCR_SEGUR;NR_COTST_SUBSCR_CAPITALIZ;PR_COTA_SUBSCR_CAPITALIZ;NR_COTST_SUBSCR_FII;PR_COTA_SUBSCR_FII;NR_COTST_SUBSCR_FI;PR_COTA_SUBSCR_FI;NR_COTST_SUBSCR_DISTRIB;PR_COTA_SUBSCR_DISTRIB;NR_COTST_SUBSCR_OUTRO;PR_COTA_SUBSCR_OUTRO;NR_TOTAL_COTST_SUBSCR;PR_TOTAL_COTA_SUBSCR;CLASSE_COTA;NR_COTST_SUBSCR_CLASSE;QT_COTA_SUBSCR_CLASSE;QT_COTA_INTEGR_CLASSE;VL_QUOTA_CLASSE;DIREITO_POLIT_CLASSE;DIREITO_ECON_CLASSE
09.238.849/0001-72;CAPITAL TECH INOVAÇÃO E INVESTIMENTO - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - EMPRESAS EMERGENTES;2023-12-31;319064.180000000000;;;;S;Investidores profissionais;5603127.92000000;1529.81660700;5603127.92000000;1529.81660700;5603127.92000000;0.00000000;2.00000000;2.87000000;2.00000000;31.83000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;28.65000000;1.00000000;12.61000000;0.00000000;0.00000000;1.00000000;24.04000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;7.00000000;100.00000000;1;7.00000000;1529.81660700;1529.81660700;208.56367916;N;N
09.271.746/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEDRO MULTIESTRATÉGIA;2023-03-31;85371949.700000000000;;;;S;Investidores profissionais;0.00000000;18697.36266000;85000000.00000000;18697.36266000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;18697.36266000;18697.36266000;4565.98886444;N;S
09.271.746/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEDRO MULTIESTRATÉGIA;2023-06-30;95550711.330000000000;;;;S;Investidores profissionais;0.00000000;18697.36266000;85000000.00000000;18697.36266000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;18697.36266000;18697.36266000;5110.38444659;N;S
09.271.746/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEDRO MULTIESTRATÉGIA;2023-09-30;96149192.300000000000;;;;S;Investidores profissionais;0.00000000;18697.36266000;85000000.00000000;18697.36266000;18059143.83000000;0.00000000;1.00000000;39.85000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;60.15000000;3.00000000;100.00000000;1;3.00000000;18697.36266000;18697.36266000;5142.39329088;N;S
09.271.746/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES CEDRO MULTIESTRATÉGIA;2023-12-31;122850223.720000000000;;;;S;Investidores profissionais;0.00000000;17598.12786623;85000000.00000000;17598.12786623;18059143.83000000;0.00000000;1.00000000;41.48000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;58.52000000;3.00000000;100.00000000;1;3.00000000;17598.12786623;17598.12786623;6980.86891138;N;S
09.277.006/0001-85;Brasil Mezanino  Infraestrutura - Fundo de Investimento em Participações Multiestratégia - Responsab;2023-03-31;21913142.440000000000;;;;S;Investidores qualificados;387500000.00000000;387500000.00000000;387500000.00000000;237434164.00000000;237434164.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;80.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;Única;4.00000000;387500000.00000000;237434164.00000000;0.09229144;N;N
09.277.006/0001-85;Brasil Mezanino  Infraestrutura - Fundo de Investimento em Participações Multiestratégia - Responsab;2023-06-30;22218093.860000000000;;;;S;Investidores qualificados;387500000.00000000;387500000.00000000;387500000.00000000;237834164.00000000;237834164.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;80.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;Única;4.00000000;387500000.00000000;237834164.00000000;0.09341842;N;N
09.277.006/0001-85;Brasil Mezanino  Infraestrutura - Fundo de Investimento em Participações Multiestratégia - Responsab;2023-09-30;226952.520000000000;;;;S;Investidores qualificados;387500000.00000000;387500000.00000000;387500000.00000000;237834164.00000000;237834164.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;80.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;Única;4.00000000;387500000.00000000;237834164.00000000;0.00095424;N;N
09.277.006/0001-85;Brasil Mezanino  Infraestrutura - Fundo de Investimento em Participações Multiestratégia - Responsab;2023-12-31;119852.210000000000;;;;S;Investidores qualificados;387500000.00000000;387500000.00000000;387500000.00000000;237834164.00000000;237834164.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;80.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;Única;4.00000000;387500000.00000000;237834164.00000000;0.00050393;N;N
09.412.870/0001-42;G3 BRASIL INVESTOR I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INVESTIMENTO NO EXTERIOR;2023-03-31;19756296.000000000000;;;;S;Investidores profissionais;124000000.00000000;124000000.00000000;124000000.00000000;112755810.00000000;112755810.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;124000000.00000000;112755810.00000000;0.17521311;N;N
09.412.870/0001-42;G3 BRASIL INVESTOR I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INVESTIMENTO NO EXTERIOR;2023-06-30;0.000000000000;;;;S;Investidores profissionais;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1;0.00000000;0.00000000;0.00000000;0.00000000;N;N
09.482.532/0001-87;FLORESTAS DO SUL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;88338328.580000000000;;;;S;Investidores qualificados;421000000.00000000;421000000.00000000;421000000.00000000;269942596.95931500;269942596.96000000;0.00000000;0.00000000;0.00000000;3.00000000;49.89000000;3.00000000;12.11000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;38.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;9.00000000;100.00000000;1;9.00000000;421000000.00000000;269942596.96000000;0.32724850;N;N
09.482.532/0001-87;FLORESTAS DO SUL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;88089434.530000000000;;;;S;Investidores qualificados;421000000.00000000;421000000.00000000;421000000.00000000;269942596.95931500;269942596.96000000;0.00000000;0.00000000;0.00000000;3.00000000;49.88000000;3.00000000;12.11000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;38.01000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;100.00000000;1;9.00000000;421000000.00000000;269942596.95931500;0.32632650;N;N
09.482.532/0001-87;FLORESTAS DO SUL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;87838432.000000000000;;;;S;Investidores qualificados;421000000.00000000;421000000.00000000;421000000.00000000;269942596.95931500;269942596.96000000;0.00000000;0.00000000;0.00000000;3.00000000;49.88000000;3.00000000;12.12000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;38.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;9.00000000;100.00000000;1;9.00000000;421000000.00000000;269942596.95931500;0.32539670;N;N
09.482.532/0001-87;FLORESTAS DO SUL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-12-31;91339915.400000000000;;;;S;Investidores qualificados;421000000.00000000;421000000.00000000;421000000.00000000;269942596.95931500;269942596.96000000;0.00000000;0.00000000;0.00000000;2.00000000;48.69000000;3.00000000;12.11000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;39.20000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;100.00000000;1;10.00000000;421000000.00000000;269942596.95931500;0.33836790;N;N
09.541.964/0001-11;GIF - III FIP MULTIESTRATÉGIA;2023-03-31;222717.550000000000;;;;S;Investidores qualificados;1000000000.00000000;10000000.00000000;1000000000.00000000;7333800.00000000;733380000.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.43000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;93.00000000;1.00000000;3.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;10000000.00000000;7333800.00000000;0.03036800;N;N
09.541.964/0001-11;GIF - III FIP MULTIESTRATÉGIA;2023-06-30;211766.110000000000;;;;S;Investidores qualificados;1000000000.00000000;10000000.00000000;1000000000.00000000;7333800.00000000;733380000.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.43000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;93.00000000;1.00000000;3.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;10000000.00000000;7333800.00000000;0.02887500;N;N
09.541.964/0001-11;GIF - III FIP MULTIESTRATÉGIA;2023-09-30;198725.170000000000;;;;S;Investidores qualificados;1000000000.00000000;10000000.00000000;1000000000.00000000;7333800.00000000;733380000.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.43000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;93.00000000;1.00000000;3.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;10000000.00000000;7333800.00000000;0.02709700;N;N
09.541.964/0001-11;GIF - III FIP MULTIESTRATÉGIA;2023-12-31;119641.030000000000;;;;S;Investidores qualificados;1000000000.00000000;10000000.00000000;1000000000.00000000;7333800.00000000;733380000.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.43000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;93.00000000;1.00000000;3.57000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;10000000.00000000;7333800.00000000;0.01631300;N;N
09.643.317/0001-10;RB CRÉDITO II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2023-03-31;-967223.610000000000;;;;S;Investidores qualificados;0.00000000;50000000.00000000;50000.00000000;9194146.00000000;1191146.54000000;0.00000000;3.00000000;9.82000000;1.00000000;82.85000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;1.00000000;521537.07305202;521537.07305202;1630.93783641;N;N
09.643.317/0001-10;RB CRÉDITO II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2023-06-30;-983732.990000000000;;;;S;Investidores qualificados;0.00000000;50000000.00000000;50000.00000000;9194146.00000000;1191146.54000000;0.00000000;3.00000000;9.82000000;1.00000000;82.85000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;ordinárias;6.00000000;50000.00000000;9194.46000000;-0.10699600;N;N
09.643.317/0001-10;RB CRÉDITO II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2023-09-30;-1023312.210000000000;;;;S;Investidores qualificados;0.00000000;50000000.00000000;50000.00000000;9194146.00000000;1191146.54000000;0.00000000;3.00000000;9.82000000;1.00000000;82.85000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;ordinárias;6.00000000;50000.00000000;9194.46000000;-0.11130000;N;N
09.643.317/0001-10;RB CRÉDITO II FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2023-12-31;-1027468.890000000000;;;;S;Investidores qualificados;0.00000000;50000000.00000000;50000.00000000;9194146.00000000;1191146.54000000;0.00000000;3.00000000;9.82000000;1.00000000;82.85000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;7.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;ordinárias;6.00000000;50000.00000000;9194.46000000;-0.11170000;N;N
09.664.870/0001-30;GPCP5 I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA;2023-03-31;10657350.990000000000;;;;S;Investidores qualificados;38179207.76000000;1996750436.45521000;38179207.76000000;1996750436.45521000;38179207.76000000;0.00000000;15.00000000;13.12000000;4.00000000;14.48000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;23.93000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;48.47000000;0.00000000;0.00000000;0.00000000;0.00000000;26.00000000;100.00000000;1;26.00000000;1996750436.45521000;1996750436.45521000;0.00533735;N;N
09.664.870/0001-30;GPCP5 I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA;2023-06-30;16696358.980000000000;;;;S;Investidores qualificados;38179207.76000000;1996750436.45521140;38179207.76000000;1996750436.45521140;38179207.76000000;0.00000000;15.00000000;13.11964845;4.00000000;14.47856358;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;23.92873676;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;48.47305121;0.00000000;0.00000000;0.00000000;0.00000000;26.00000000;100.00000000;1;26.00000000;1996750436.45521140;1996750436.45521140;0.00836177;N;N
09.664.870/0001-30;GPCP5 I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA;2023-09-30;8960143.680000000000;;;;S;Investidores qualificados;38179207.76000000;1996750436.45521140;38179207.76000000;1996750436.45521140;38179207.76000000;0.00000000;15.00000000;13.11964845;4.00000000;14.47856358;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;23.92873676;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;48.47305121;0.00000000;0.00000000;0.00000000;0.00000000;26.00000000;100.00000000;1;26.00000000;1996750436.45521140;1996750436.45521140;0.00448736;N;N
09.664.870/0001-30;GPCP5 I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA;2023-12-31;14748472.710000000000;;;;S;Investidores qualificados;38179207.76000000;1996750436.45521140;38179207.76000000;1996750436.45521140;38179207.76000000;0.00000000;15.00000000;13.11964845;4.00000000;14.47856358;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;23.92873676;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;48.47305121;0.00000000;0.00000000;0.00000000;0.00000000;26.00000000;100.00000000;1;26.00000000;1996750436.45521140;1996750436.45521140;0.00738624;N;N
09.910.984/0001-12;SALUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-03-31;2169775674.670000000000;;;;S;Investidores qualificados;1802826384.55000000;205745.47950200;3722732000.00000000;163708.16905502;1802826384.55000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;163708.16905502;163708.16905502;13253.92426776;N;N
09.910.984/0001-12;SALUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-06-30;2157639172.860000000000;;;;N;Investidores qualificados;3722732000.00000000;205745.47950200;3722732000.00000000;160148.07092410;1802826384.55000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;160148.07092410;160148.07092410;13472.77653992;N;N
09.910.984/0001-12;SALUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-09-30;6344323007.830000000000;;;;S;Investidores qualificados;3722732000.00000000;205745.47950200;3722732000.00000000;160148.07092410;1802826384.55000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;160148.07092410;160148.07092410;39615.35703315;N;N
09.910.984/0001-12;SALUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2023-12-31;10851778983.240000000000;;;;S;Investidores qualificados;3722732000.00000000;205745.47950200;3722732000.00000000;172919.89236452;2313306995.01000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;172919.89236452;172919.89236452;62756.10535521;N;N
10.214.548/0001-98;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;2023-03-31;35277729.600000000000;;;;S;Investidores qualificados;285156000.00000000;285156000.00000000;285156000.00000000;263186182.00000000;263186182.00000000;0.00000000;1.00000000;0.35000000;0.00000000;0.00000000;1.00000000;4.40000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;48.79000000;1.00000000;17.53000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;21.92000000;0.00000000;0.00000000;1.00000000;7.01000000;15.00000000;100.00000000;1;15.00000000;285156000.00000000;263186182.00000000;0.13404096;N;N
10.214.548/0001-98;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;2023-06-30;34542385.970000000000;;;;S;Investidores qualificados;285156000.00000000;285156000.00000000;285156000.00000000;263186182.00000000;263186182.00000000;0.00000000;1.00000000;0.35068524;0.00000000;0.00000000;1.00000000;4.40320386;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;13.00000000;48.79000000;1.00000000;17.53426195;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;21.91782743;0.00000000;0.00000000;1.00000000;7.01370478;18.00000000;100.00000000;1;18.00000000;285156000.00000000;263186182.00000000;0.13124696;N;N
10.214.548/0001-98;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;2023-09-30;34201263.540000000000;;;;S;Investidores qualificados;285156000.00000000;285156000.00000000;285156000.00000000;263186182.00000003;263186182.00000000;0.00000000;1.00000000;0.35068524;0.00000000;0.00000000;1.00000000;4.40320386;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;13.00000000;48.78031674;1.00000000;17.53426195;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;21.91782743;0.00000000;0.00000000;1.00000000;7.01370478;18.00000000;100.00000000;1;18.00000000;285156000.00000000;263186182.00000003;0.12995083;N;N
10.214.548/0001-98;INDUSTRIAL PARKS BRASIL FIP MULTIESTRATÉGIA;2023-12-31;34586271.600000000000;;;;S;Investidores qualificados;285156000.00000000;285156000.00000000;285156000.00000000;263186182.00000003;263186182.00000000;0.00000000;1.00000000;0.35068524;0.00000000;0.00000000;1.00000000;4.40320386;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;13.00000000;48.78031674;1.00000000;17.53426195;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;21.91782743;0.00000000;0.00000000;1.00000000;7.01370478;18.00000000;100.00000000;1;18.00000000;285156000.00000000;263186182.00000003;0.13141371;N;N
10.230.588/0001-23;FINVEST CAPITAL PARTNERS FIP MULTI IE - RESP LIMITADA;2023-03-31;181431181.810000000000;;;;N;Investidores profissionais;0.00000000;3302.00000000;34752073.10000000;3302.00000000;26400000.00000000;5148829.18000000;3.00000000;29.04000000;1.00000000;70.96000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;3302.00000000;3302.00000000;54945.84549061;N;N
