TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;QT_COTA;VL_PATRIM_COTA;NR_COTST;ENTID_INVEST;PUBLICO_ALVO;VL_CAP_COMPROM;QT_COTA_SUBSCR;VL_CAP_SUBSCR;QT_COTA_INTEGR;VL_CAP_INTEGR;VL_INVEST_FIP_COTA;NR_COTST_SUBSCR_PF;PR_COTA_SUBSCR_PF;NR_COTST_SUBSCR_PJ_NAO_FINANC;PR_COTA_SUBSCR_PJ_NAO_FINANC;NR_COTST_SUBSCR_BANCO;PR_COTA_SUBSCR_BANCO;NR_COTST_SUBSCR_CORRETORA_DISTRIB;PR_COTA_SUBSCR_CORRETORA_DISTRIB;NR_COTST_SUBSCR_PJ_FINANC;PR_COTA_SUBSCR_PJ_FINANC;NR_COTST_SUBSCR_INVNR;PR_COTA_SUBSCR_INVNR;NR_COTST_SUBSCR_EAPC;PR_COTA_SUBSCR_EAPC;NR_COTST_SUBSCR_EFPC;PR_COTA_SUBSCR_EFPC;NR_COTST_SUBSCR_RPPS;PR_COTA_SUBSCR_RPPS;NR_COTST_SUBSCR_SEGUR;PR_COTA_SUBSCR_SEGUR;NR_COTST_SUBSCR_CAPITALIZ;PR_COTA_SUBSCR_CAPITALIZ;NR_COTST_SUBSCR_FII;PR_COTA_SUBSCR_FII;NR_COTST_SUBSCR_FI;PR_COTA_SUBSCR_FI;NR_COTST_SUBSCR_DISTRIB;PR_COTA_SUBSCR_DISTRIB;NR_COTST_SUBSCR_OUTRO;PR_COTA_SUBSCR_OUTRO;NR_TOTAL_COTST_SUBSCR;PR_TOTAL_COTA_SUBSCR;CLASSE_COTA;NR_COTST_SUBSCR_CLASSE;QT_COTA_SUBSCR_CLASSE;QT_COTA_INTEGR_CLASSE;VL_QUOTA_CLASSE;DIREITO_POLIT_CLASSE;DIREITO_ECON_CLASSE
CLASSES - FIP;06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2026-04-30;28866473.760000000000;;;;S;Investidores qualificados;13162950.24000000;103.00000000;13162950.24000000;13162950.24000000;13162950.24000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;280257.02679611;N;N
CLASSES - FIP;06.033.235/0001-66;CRT FIP - MULTIESTRATÉGIA;2026-08-31;28895841.890000000000;;;;S;Investidores qualificados;13162950.24000000;103.00000000;13162950.24000000;13162950.24000000;13162950.24000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;103.00000000;103.00000000;280542.15427184;N;N
CLASSES - FIP;06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2026-04-30;3942703.810000000000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02981000;296310133.22000000;0.00000000;4.00000000;3.57000000;3.00000000;3.25000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;22.80000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;50.38000000;0.00000000;0.00000000;0.00000000;0.00000000;19.00000000;100.00000000;Unica;19.00000000;407203.02985557;407203.02981000;9.68240290;N;N
CLASSES - FIP;06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2026-04-30;3942703.806799980000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02981000;296310133.22000000;0.00000000;4.00000000;3.57000000;3.00000000;3.25000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;22.80000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;50.38000000;0.00000000;0.00000000;0.00000000;0.00000000;19.00000000;100.00000000;1;19.00000000;407203.02985557;407203.02981000;9.68240290;N;N
CLASSES - FIP;06.962.594/0001-06;INVESTIDORES INSTITUCIONAIS II - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA;2026-08-31;33442723.336700000000;;;;S;Investidores qualificados;300000000.00000000;407203.02985557;300000000.00000000;407203.02985557;296310133.22000000;0.00000000;4.00000000;3.57000000;3.00000000;3.25000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;13.47000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;11.00000000;59.71000000;0.00000000;0.00000000;0.00000000;0.00000000;22.00000000;100.00000000;1;22.00000000;407203.02985557;407203.02985557;82.12788430;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;-280022.050000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3578824.75952657;1196.19201900;3578824.75952657;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;1;2.00000000;727.05091020;727.05091020;-234.09452847;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;-280022.050000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3578824.75952657;1196.19201900;3578824.75952657;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;2;5.00000000;317.81279210;317.81279210;-234.09451051;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;-280022.050000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3578824.75952657;1196.19201900;3578824.75952657;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;3;6.00000000;148.13847120;148.13847120;-234.09455842;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;-280022.050000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3578824.75952657;1196.19201900;3578824.75952657;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;4;1.00000000;3.18984550;3.18984550;-234.09597738;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;-420229.370000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3575987.03826767;1196.19201900;3575987.03826767;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;1;2.00000000;727.05091020;727.05091020;-351.30594903;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;-420229.370000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3575987.03826767;1196.19201900;3575987.03826767;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;2;5.00000000;317.81279210;317.81279210;-351.30593474;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;-420229.370000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3575987.03826767;1196.19201900;3575987.03826767;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;3;6.00000000;148.13847120;148.13847120;-351.30597460;N;N
CLASSES - FIP;07.319.087/0001-03;ASCET I - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;-420229.370000000000;;;;S;Investidores profissionais;0.00000000;1196.19201900;3575987.03826767;1196.19201900;3575987.03826767;0.00000000;14.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;100.00000000;4;1.00000000;3.18984550;3.18984550;-351.30541589;N;N
CLASSES - FIP;07.672.313/0001-35;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES VOLLUTO MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;87040425.560000000000;;;;N;Investidores profissionais;368647028.48000000;16369611.51028600;368647028.48000000;16369611.51028600;368647028.48000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;4.00000000;16369611.51028600;16369611.51028600;5.31719556;N;N
CLASSES - FIP;07.672.313/0001-35;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES VOLLUTO MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;178866601.330000000000;;;;N;Investidores profissionais;361246273.28000000;19724855.00000000;361246273.28000000;19724854.85025280;361246273.28000000;0.00000000;4.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;19724855.00000000;19724854.85025280;9.06808201;N;N
CLASSES - FIP;07.715.713/0001-80;ANGRA INFRA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;2026-04-30;1002833999.630000000000;;;;S;Investidores qualificados;739766216.34000000;7397.66216340;739766216.34000000;7396.55974820;739655974.82000000;0.00000000;0.00000000;0.00000000;3.00000000;27.31000000;1.00000000;8.11000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;64.58000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;100.00000000;1;10.00000000;7397.66216340;7396.55974820;135581.13957970;N;N
CLASSES - FIP;07.715.713/0001-80;ANGRA INFRA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES;2026-08-31;1112453929.800000000000;;;;S;Investidores qualificados;739766216.34000000;7397.66216341;739766216.34000000;7396.55974820;739655974.82000000;0.00000000;0.00000000;0.00000000;3.00000000;27.31000000;1.00000000;8.11000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;64.58000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;100.00000000;1;10.00000000;7397.66216341;7396.55974820;150401.53364150;N;N
CLASSES - FIP;08.277.553/0001-06;OPPORTUNITY HOLDING FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESP LIMITADA;2026-04-30;2554412734.350000000000;;;;S;Investidores profissionais;820187032.03000000;206950386.82000000;820187032.03000000;206950386.82000000;820187032.03000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;0.37000000;0.00000000;0.00000000;1.00000000;99.63000000;5.00000000;100.00000000;1;4.00000000;206950386.82000000;206950386.82000000;12.34311650;N;N
CLASSES - FIP;08.277.553/0001-06;OPPORTUNITY HOLDING FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESP LIMITADA;2026-08-31;2387631161.990000000000;;;;S;Investidores profissionais;820187032.03000000;206950386.82000000;820187032.03000000;206950386.82000000;820187032.03000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;206950386.82000000;206950386.82000000;11.53721526;N;N
CLASSES - FIP;08.509.248/0001-94;CORES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - INVESTIMENTO NO EXTERIOR;2026-04-30;103725958.250000000000;;;;S;Investidores profissionais;87148970.12000000;5.26994516;87148970.12000000;5.26994516;87148970.12000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;5.26994516;5.26994516;19682549.83700820;N;N
CLASSES - FIP;08.509.248/0001-94;CORES FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - INVESTIMENTO NO EXTERIOR;2026-08-31;103396876.650000000000;;;;S;Investidores profissionais;87148970.12000000;5.26994516;87148970.12000000;5.26994516;87148970.12000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;5.26994516;5.26994516;19620104.86082550;N;N
CLASSES - FIP;08.533.582/0001-83;FIP BRASIL EQUITY II - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-04-30;-384985.460000000000;;;;S;Investidores qualificados;101438926.78000000;101438.92677580;101438926.77580000;101438.92677580;1553498.98000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;101438.92677580;101438.92677580;-3.79524382;N;N
CLASSES - FIP;08.533.582/0001-83;FIP BRASIL EQUITY II - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-08-31;12596142.380000000000;;;;S;Investidores qualificados;101438926.78000000;102024.87447580;101438926.77580000;102024.87447580;2139446.68000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;102024.87447580;102024.87447580;123.46148373;N;N
CLASSES - FIP;08.621.544/0001-82;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES PCP - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;48649061.610000000000;;;;S;Investidores profissionais;862350072.71000000;862.35007271;862350072.71000000;901.88538320;789229338.15000000;0.00000000;2.00000000;0.27000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;99.73000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;862.35007271;901.88538320;53941.51243010;N;N
CLASSES - FIP;08.621.544/0001-82;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES PCP - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;48643900.270000000000;;;;S;Investidores profissionais;862350072.71000000;862.35007271;862350072.71000000;901.88538320;789229338.15000000;0.00000000;2.00000000;0.27000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;99.73000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;862.35007271;901.88538320;53935.78959830;N;N
CLASSES - FIP;08.693.474/0001-78;NORDESTE II FIP - EMPRESAS EMERGENTES RESPONSABILIDADE LIMITADA - EM LIQUIDAÇÃO;2026-04-30;-2881341.340000000000;;;;S;Investidores qualificados;141000000.00000000;1410.00000000;141000000.00000000;1193.98900250;82516024.34000000;0.00000000;12.00000000;2.51000000;3.00000000;32.03000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;2.59000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;8.00000000;49.20000000;0.00000000;0.00000000;2.00000000;13.67000000;28.00000000;100.00000000;1;28.00000000;1410.00000000;1193.98900250;-2413.16813989;N;N
CLASSES - FIP;08.693.474/0001-78;NORDESTE II FIP - EMPRESAS EMERGENTES RESPONSABILIDADE LIMITADA - EM LIQUIDAÇÃO;2026-08-31;-2967453.440000000000;;;;S;Investidores qualificados;141000000.00000000;1410.00000000;141000000.00000000;1193.98900250;82516024.34000000;0.00000000;12.00000000;2.51000000;3.00000000;32.03000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;2.59000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;8.00000000;49.20000000;0.00000000;0.00000000;2.00000000;13.67000000;28.00000000;100.00000000;1;28.00000000;1410.00000000;1193.98900250;-2485.28836158;N;N
CLASSES - FIP;08.792.575/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LATIN AMERICA - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-04-30;216950.550000000000;;;;S;Investidores qualificados;76835009.79000000;77434.04978780;76835009.79000000;77434.04978780;2125338.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;77434.04978780;77434.04978780;0.00000000;N;N
CLASSES - FIP;08.792.575/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LATIN AMERICA - MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-08-31;18778426.220000000000;;;;S;Investidores qualificados;76835009.79000000;77434.04978780;76835009.79000000;77434.04978780;2125338.97000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;77434.04978780;77434.04978780;242.50864150;N;N
CLASSES - FIP;08.796.172/0001-25;MZEL VENTURE CAPITAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2026-04-30;37270103.140000000000;;;;S;Investidores qualificados;100000000.00000000;1000.00000000;100000000.00000000;800.00000000;80000000.00000000;0.00000000;0.00000000;0.00000000;2.00000000;14.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;45.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;41.00000000;0.00000000;0.00000000;0.00000000;0.00000000;12.00000000;100.00000000;1;12.00000000;1000.00000000;800.00000000;46587.62892500;N;N
CLASSES - FIP;08.796.172/0001-25;MZEL VENTURE CAPITAL - FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA;2026-08-31;34432411.850000000000;;;;S;Investidores qualificados;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1;0.00000000;0.00000000;0.00000000;43040.51481200;N;N
CLASSES - FIP;08.869.530/0001-82;BRASIF LEBLON FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;886849377.400000000000;;;;N;Investidores qualificados;745817990.64689732;51790925.76754165;745817990.64689732;554109.99117180;276619699.04150000;0.00000000;6.00000000;16.67000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;83.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;8.00000000;100.00000000;1;7.00000000;268645.81383210;340610.25273590;1276.14892035;N;N
CLASSES - FIP;08.869.530/0001-82;BRASIF LEBLON FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;886849377.400000000000;;;;N;Investidores qualificados;745817990.64689732;51790925.76754165;745817990.64689732;554109.99117180;276619699.04150000;0.00000000;6.00000000;16.67000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;83.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;8.00000000;100.00000000;2;1.00000000;51522279.95370950;213499.73843590;2117.94156950;N;N
CLASSES - FIP;08.869.530/0001-82;BRASIF LEBLON FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;893421858.500000000000;;;;N;Investidores qualificados;745817990.64689732;51790925.76754165;745817990.64689732;553942.00467810;276619699.04150000;0.00000000;6.00000000;16.67000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;83.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;8.00000000;100.00000000;1;7.00000000;268645.81383210;340508.00319820;1285.99256680;N;N
