TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;QT_COTA;VL_PATRIM_COTA;NR_COTST;ENTID_INVEST;PUBLICO_ALVO;VL_CAP_COMPROM;QT_COTA_SUBSCR;VL_CAP_SUBSCR;QT_COTA_INTEGR;VL_CAP_INTEGR;VL_INVEST_FIP_COTA;NR_COTST_SUBSCR_PF;PR_COTA_SUBSCR_PF;NR_COTST_SUBSCR_PJ_NAO_FINANC;PR_COTA_SUBSCR_PJ_NAO_FINANC;NR_COTST_SUBSCR_BANCO;PR_COTA_SUBSCR_BANCO;NR_COTST_SUBSCR_CORRETORA_DISTRIB;PR_COTA_SUBSCR_CORRETORA_DISTRIB;NR_COTST_SUBSCR_PJ_FINANC;PR_COTA_SUBSCR_PJ_FINANC;NR_COTST_SUBSCR_INVNR;PR_COTA_SUBSCR_INVNR;NR_COTST_SUBSCR_EAPC;PR_COTA_SUBSCR_EAPC;NR_COTST_SUBSCR_EFPC;PR_COTA_SUBSCR_EFPC;NR_COTST_SUBSCR_RPPS;PR_COTA_SUBSCR_RPPS;NR_COTST_SUBSCR_SEGUR;PR_COTA_SUBSCR_SEGUR;NR_COTST_SUBSCR_CAPITALIZ;PR_COTA_SUBSCR_CAPITALIZ;NR_COTST_SUBSCR_FII;PR_COTA_SUBSCR_FII;NR_COTST_SUBSCR_FI;PR_COTA_SUBSCR_FI;NR_COTST_SUBSCR_DISTRIB;PR_COTA_SUBSCR_DISTRIB;NR_COTST_SUBSCR_OUTRO;PR_COTA_SUBSCR_OUTRO;NR_TOTAL_COTST_SUBSCR;PR_TOTAL_COTA_SUBSCR;CLASSE_COTA;NR_COTST_SUBSCR_CLASSE;QT_COTA_SUBSCR_CLASSE;QT_COTA_INTEGR_CLASSE;VL_QUOTA_CLASSE;DIREITO_POLIT_CLASSE;DIREITO_ECON_CLASSE
CLASSES - FIP;10.566.009/0001-18;AGFA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-08-31;252397417.990000000000;;;;N;Investidores qualificados;0.00000000;252592.28627079;600000.20000000;252592.28627079;294303303.47000000;0.00000000;5.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;100.00000000;1;5.00000000;252592.28627079;252592.28627079;999.22852640;N;N
CLASSES - FIP;10.597.218/0001-29;OPPORTUNITY GLOBAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;10264981.900000000000;;;;S;Investidores profissionais;7100879.82000000;546.09093637;7100879.82000000;546.09093637;7100879.82000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;4.33000000;1.00000000;0.53000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;95.14000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;546.09093637;546.09093637;18797.20247370;N;N
CLASSES - FIP;10.597.218/0001-29;OPPORTUNITY GLOBAL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;10187289.410000000000;;;;S;Investidores profissionais;7100879.82000000;546.09093637;7100879.82000000;546.09093637;7100879.82000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;4.33000000;1.00000000;0.53000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;95.14000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;1;3.00000000;546.09093637;546.09093637;18654.93223109;N;N
CLASSES - FIP;10.625.626/0001-47;CONQUEST FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EMPRESAS EMERGENTES;2026-04-30;-80331531.320000000000;;;;N;Investidores qualificados;183894915.95000000;24184396.69086171;158920580.28000000;24184396.69086171;158920580.28000000;0.00000000;2.00000000;4.23000000;9.00000000;19.88000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;21.00000000;44.08000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;31.81000000;0.00000000;0.00000000;0.00000000;0.00000000;38.00000000;100.00000000;Unica;38.00000000;24184396.69086171;24184396.69086171;-3.32162643;N;N
CLASSES - FIP;10.625.626/0001-47;CONQUEST FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EMPRESAS EMERGENTES;2026-08-31;-80740031.320000000000;;;;N;Investidores qualificados;183894915.95000000;24184396.69086171;158920580.28000000;24184396.69086171;158920580.28000000;0.00000000;2.00000000;4.23000000;9.00000000;19.88000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;21.00000000;44.08000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;31.81000000;0.00000000;0.00000000;0.00000000;0.00000000;38.00000000;100.00000000;Unica;38.00000000;24184396.69086171;24184396.69086171;-3.33851749;N;N
CLASSES - FIP;10.720.618/0001-80;AVM MEZANINO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;34464636.740300000000;;;;S;Investidores qualificados;308800000.00000000;298923656.07015600;308800000.00000000;304981499.72517000;305545500.00000000;0.00000000;8.00000000;8.70000000;2.00000000;13.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;13.00000000;29.81000000;0.00000000;0.00000000;9.00000000;48.16000000;32.00000000;100.00000000;1;32.00000000;298923656.07015600;304981499.72517000;0.11300560;N;N
CLASSES - FIP;10.720.618/0001-80;AVM MEZANINO FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;31039150.902775900000;;;;S;Investidores qualificados;308800000.00000000;349799999.97450700;308800000.00000000;304981499.72517000;305545500.00000000;0.00000000;8.00000000;7.72000000;2.00000000;11.39000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;14.00000000;28.40000000;0.00000000;0.00000000;9.00000000;52.49000000;33.00000000;100.00000000;1;33.00000000;349799999.97450700;304981499.72517000;0.10177380;N;N
CLASSES - FIP;10.947.549/0001-41;HANKOE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;2369522404.550000000000;;;;S;Investidores profissionais;940000756.90000000;345566725.07597400;940000756.90000000;871093008.38471190;940000756.90000000;63345884.64170000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;345566725.07597400;871093008.38471200;2.72017150;N;N
CLASSES - FIP;10.947.549/0001-41;HANKOE FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;2319720779.650000000000;;;;S;Investidores profissionais;940000756.90000000;352985625.83606360;940000756.90000000;871093008.38471190;940000756.90000000;63495080.46280000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;352985625.83606400;871093008.38471200;2.66300010;N;N
CLASSES - FIP;10.947.569/0001-12;LOFOTEN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;2372525296.110000000000;;;;S;Investidores profissionais;1300628273.70000000;0.00000000;1300628273.70000000;699608004.98597780;988393394.20000000;2369522375.25740000;6.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;0.00000000;699608004.98597800;3.39122090;N;N
CLASSES - FIP;10.947.569/0001-12;LOFOTEN FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES - MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;2322786423.220000000000;;;;S;Investidores profissionais;1300628273.70000000;0.00000000;1300628273.70000000;699608004.98597780;988393394.20000000;2319720768.43780000;6.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;6.00000000;100.00000000;1;6.00000000;0.00000000;699608004.98597800;3.32012560;N;N
CLASSES - FIP;11.021.363/0001-20;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA ENERGIAS RESPONSABILIDADE LIMITADA;2026-04-30;89855261.250000000000;;;;S;Investidores qualificados;761160823.33000000;861297813.95518100;761160823.33000000;861297813.95518100;761160823.33000000;0.00000000;15.00000000;60.96000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;39.04000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;100.00000000;1;17.00000000;861297813.95518100;861297813.95518100;0.10432542;N;N
CLASSES - FIP;11.021.363/0001-20;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA ENERGIAS RESPONSABILIDADE LIMITADA;2026-08-31;86598121.930000000000;;;;N;Investidores qualificados;764878747.21000000;865015737.83518100;764878747.21000000;865015737.83518100;764878747.21000000;0.00000000;15.00000000;60.96000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;39.04000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;100.00000000;1;17.00000000;865015737.83518100;865015737.83518100;0.10011161;N;N
CLASSES - FIP;11.065.890/0001-36;UV RE I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-04-30;92910018.610000000000;;;;S;Investidores profissionais;130000000.00000000;50060150.37593985;130000000.00000000;55206.60407100;39864512.85000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;100.00000000;1;5.00000000;50060150.37593980;55206.60407100;1682.95116440;N;N
CLASSES - FIP;11.065.890/0001-36;UV RE I FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA;2026-08-31;97765819.860000000000;;;;S;Investidores profissionais;130000000.00000000;50060150.37593985;130000000.00000000;57577.02717000;43864512.84000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;100.00000000;1;5.00000000;50060150.37593980;57577.02717000;1698.00048160;N;N
CLASSES - FIP;11.083.096/0001-15;OLEO E GAS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;2026-04-30;-6131290.240000000000;;;;N;Investidores qualificados;257888236.59000000;369002.45497000;500000000.00000000;369002.45497000;257888236.59000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.00000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;47.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;29.67000000;0.00000000;0.00000000;0.00000000;0.00000000;23.00000000;100.00000000;1;23.00000000;369002.45497000;369002.45497000;-16.61585216;N;N
CLASSES - FIP;11.083.096/0001-15;OLEO E GAS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;2026-08-31;-6210132.800000000000;;;;N;Investidores qualificados;0.00000000;369002.45497000;500000000.00000000;369002.45497000;257888236.59000000;0.00000000;0.00000000;0.00000000;1.00000000;20.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;3.00000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;47.33000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;29.67000000;0.00000000;0.00000000;0.00000000;0.00000000;23.00000000;100.00000000;1;23.00000000;369002.45497000;369002.45497000;-16.82951622;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;1776325323.950000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;1;0.00000000;0.00000000;36.13466790;16386159.77560220;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;1776325323.950000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;2;0.00000000;0.00000000;36.13466790;16386159.77089760;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;1776325323.950000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;3;0.00000000;0.00000000;36.13466790;16386159.77549540;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;1781684882.990000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;1;0.00000000;0.00000000;36.13466790;16435600.37613390;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;1781684882.990000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;2;0.00000000;0.00000000;36.13466790;16435600.37142920;N;N
CLASSES - FIP;11.111.528/0001-54;SÃO MIGUEL FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;1781684882.990000000000;;;;N;Investidores profissionais;0.00000000;0.00000000;126418477.47000000;108.40400360;1712656404.01980000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;100.00000000;3;0.00000000;0.00000000;36.13466790;16435600.37601340;N;N
CLASSES - FIP;11.119.089/0001-26;ATENAS FIP MULTIESTRATÉGIA;2026-04-30;7714899.150000000000;;;;N;Investidores qualificados;78391937.77000000;69086038.95334000;78391937.77000000;69086038.95334000;78391937.77000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;69086038.95334000;69086038.95334000;0.11167088;N;N
CLASSES - FIP;11.119.089/0001-26;ATENAS FIP MULTIESTRATÉGIA;2026-08-31;7760775.090000000000;;;;N;Investidores qualificados;78481937.77000000;69176038.95334000;78481937.77000000;69176038.95334000;78481937.77000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;100.00000000;1;1.00000000;69176038.95334000;69176038.95334000;0.11218877;N;N
CLASSES - FIP;11.128.861/0001-76;HMV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDADE LIMITADA;2026-04-30;437019148.630000000000;;;;N;Investidores profissionais;305911578.40000000;480483.79163794;305911578.40000000;480483.79163794;305911578.40000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;480483.79163794;480483.79163794;909.53983513;N;N
CLASSES - FIP;11.128.861/0001-76;HMV FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA DE RESPONSABILIDADE LIMITADA;2026-08-31;406090923.250000000000;;;;N;Investidores profissionais;305911578400.00000000;480483.79163794;305911578.40000000;480483.79163794;263963403.41000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;480483.79163794;480483.79163794;845.17090965;N;N
CLASSES - FIP;11.160.957/0001-11;BRASIL AGRONEGÓCIO FIP MULTIESTRATÉGIA - RESP LIMITADA;2026-04-30;395054094.390000000000;;;;S;Investidores qualificados;840000000.00000000;840000.00000000;840000000.00000000;592199.99998000;592199999.98000000;0.00000000;0.00000000;0.00000000;3.00000000;26.43000000;2.00000000;21.67000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;51.90000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;100.00000000;1;10.00000000;840000.00000000;592199.99998000;667.09573520;N;N
CLASSES - FIP;11.160.957/0001-11;BRASIL AGRONEGÓCIO FIP MULTIESTRATÉGIA - RESP LIMITADA;2026-08-31;135662970.160000000000;;;;S;Investidores qualificados;840000000.00000000;840000.00000000;840000000.00000000;584639.99998000;584639999.98000000;0.00000000;0.00000000;0.00000000;3.00000000;26.43000000;2.00000000;21.67000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;51.90000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;10.00000000;100.00000000;1;10.00000000;840000.00000000;584639.99998000;229.08302960;N;N
CLASSES - FIP;11.249.598/0001-73;AGRIFARM FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-04-30;392206986.290000000000;;;;N;Investidores profissionais;67503409.11000000;1641.59505645;67503409.11000000;1641.59505645;67503409.11000000;0.00000000;1.00000000;72.27000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;22.53000000;0.00000000;0.00000000;1.00000000;5.20000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;1641.59505645;1641.59505645;238918.23062513;N;N
CLASSES - FIP;11.249.598/0001-73;AGRIFARM FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;2026-08-31;285778650.350000000000;;;;N;Investidores profissionais;68554671.40000000;1674.99880145;68554671.40000000;1674.99880145;68554671.40000000;0.00000000;1.00000000;72.82000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;2.00000000;22.09000000;0.00000000;0.00000000;1.00000000;5.09000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;4.00000000;100.00000000;1;4.00000000;1674.99880145;1674.99880145;170614.24169335;N;N
CLASSES - FIP;11.253.634/0001-72;EOS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES I MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-04-30;101280399.200000000000;;;;S;Investidores qualificados;14836161.90000000;9366960.69624972;14836161.90000000;9366960.69624972;14836161.90000000;0.00000000;12.00000000;69.95000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;30.05000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;100.00000000;1;17.00000000;9366960.69624972;9366960.69624972;10.81251459;N;N
CLASSES - FIP;11.253.634/0001-72;EOS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES I MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2026-08-31;104162608.250000000000;;;;S;Investidores qualificados;14836161.90000000;9366960.69624972;14836161.90000000;9366960.69624972;14836161.90000000;0.00000000;12.00000000;69.95000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;5.00000000;30.05000000;0.00000000;0.00000000;0.00000000;0.00000000;17.00000000;100.00000000;1;17.00000000;9366960.69624972;9366960.69624972;11.12021408;N;N
CLASSES - FIP;11.283.444/0001-06;NOVA PARTICIPAÇÕES - FIP MULTIESTRATÉGIA;2026-04-30;355181154.350000000000;;;;N;Investidores profissionais;355181154.35000000;255884371.78568900;355181154.35000000;255884371.78568900;355181154.35000000;0.00000000;0.00000000;0.00000000;2.00000000;86.93000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000;13.07000000;0.00000000;0.00000000;0.00000000;0.00000000;3.00000000;100.00000000;Unica;1.00000000;10222.54356346;10222.54356346;1349.26278224;N;N
