ID_Registro_Classe;ID_Subclasse;Codigo_CVM;Data_Constituicao;Data_Inicio;Denominacao_Social;Situacao;Data_Inicio_Situacao;Forma_Condominio;Exclusivo;Publico_Alvo;Previdenciario;Exclusivo_INR;Exclusivo_Previdencia_Complementar
22800;YHTF41747347344;251925;2025-05-15;2025-05-15;SUBCLASSE SÊNIOR SAFRA INFRA INOVAÇÃO PÓS RENDA FIXA CI EM INFRAESTRUTURA EM RESP LIMITADA;Em Funcionamento Normal;2025-05-23;Fechado;N;Qualificado;N;N;N
22801;TKP4H1787959472;516430;2026-08-28;2026-08-28;SUBCLASSE SÊNIOR II SAFRA INFRA CONCEITO II CI EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-08-28;Aberto;N;Qualificado;N;N;N
23533;LGEEB1755719130;393924;2025-08-20;2025-08-19;SUBCLASSE SUBORDINADA OCCAM INFRA RENDA FIXA FI INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-08-22;Aberto;N;Profissional;N;N;N
23533;SWMA31755718914;393916;2025-08-20;2025-08-19;SUBCLASSE SÊNIOR OCCAM INFRA RENDA FIXA FI INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-08-22;Fechado;N;Profissional;N;N;N
24395;DPNQE1762872908;426032;2025-11-11;2025-11-11;SUBCLASSE IBIUNA CREDIT IPCA+ SF INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2025-11-14;Aberto;N;Público Geral;N;N;N
24395;RGPZ91762872805;426024;2025-11-11;2025-11-11;SUBCLASSE IBIUNA CREDIT IPCA+ INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2025-11-28;Aberto;N;Público Geral;N;N;N
24636;SAHD11764934529;434876;2025-12-05;2025-12-05;SUBCLASSE SÊNIOR DA CLASSE DO OCCAM BB INFRA LINEAR FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA RL;Em Funcionamento Normal;2026-01-13;Aberto;N;Qualificado;N;N;N
24688;J0UYD1765477502;437360;2025-12-11;2025-12-11;SUBCLASSE A CEPA CLASSE DE INV EM COTAS DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-12-19;Fechado;S;Profissional;N;N;N
24762;VCKSX1766171373;439975;2025-12-19;2025-12-19;SUBCLASSE A GALÁXIA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-01-19;Aberto;S;Profissional;N;N;N
24969;NYUO01769010708;449997;2026-01-21;2026-01-21;SUBCLASSE IBIUNA RF ATIVO INFRA BRS INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2026-02-27;Aberto;N;Público Geral;N;N;N
24969;OYHVL1769010055;449970;2026-01-21;2026-01-21;SUBCLASSE IBIUNA RF ATIVO INFRA INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2026-02-27;Aberto;N;Público Geral;N;N;N
24969;PQZDT1769010593;449980;2026-01-21;2026-01-21;SUBCLASSE IBIUNA RF ATIVO INFRA SF INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2026-02-27;Aberto;N;Público Geral;N;N;N
25000;LIXCC1769447682;451975;2026-01-26;2026-01-26;SUBCLASSE A COCOROL CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-02-10;Aberto;S;Profissional;N;N;N
25124;FQDFO1770896671;460796;2026-02-12;2026-02-12;SUBCLASSE A BBAIC INFRA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-02-25;Aberto;S;Profissional;N;N;N
25175;1GLVR1771852754;462381;2026-02-23;2026-02-23;SUBCLASSE A ATID SF CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-02-26;Aberto;S;Profissional;N;N;N
25235;5QRR21772630441;465070;2026-03-04;2026-03-04;SUBCLASSE A CUMARU CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-03-04;Aberto;S;Profissional;N;N;N
25262;WDLKF1773060388;466077;2026-03-09;2026-03-09;BETANADROR HOLDING CLASSE DE INV EM COTAS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-05-26;Fechado;S;Profissional;N;N;N
25280;TGXXO1773234874;466867;2026-03-11;2026-03-11;SUBCLASSE A SAFRA INFRA CDI MASTER VI CLASSE DE INV EM INFRAESTRUTURA RF LONGO PRAZO RESP LIMITADA;Em Funcionamento Normal;2026-03-13;Aberto;N;Público Geral;N;N;N
25345;BSOJG1773944091;468940;2026-03-19;2026-03-19;SUBCLASSE IBIUNA CREDIT INFRA II SF INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2026-04-06;Aberto;N;Público Geral;N;N;N
25345;NNEX41773944225;468967;2026-03-19;2026-03-19;SUBCLASSE IBIUNA CREDIT INFRA II INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2026-04-10;Aberto;N;Público Geral;N;N;N
25347;ATZFW1776263825;475840;2026-04-15;2026-04-15;SUBCLASSE C (REGIME III) GALÁXIA II CLASSE DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-04-27;Fechado;S;Profissional;N;N;N
25347;CSSBU1776263492;475831;2026-04-15;2026-04-15;SUBCLASSE B (REGIME II) GALÁXIA II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-04-27;Fechado;S;Profissional;N;N;N
25347;F8PY21773943650;468950;2026-03-19;2026-03-19;SUBCLASSE A (REGIME I) GALÁXIA II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-04-27;Fechado;S;Profissional;N;N;N
25356;FGKWX1773945811;469106;2026-03-19;2026-03-19;SUBCLASSE A ETA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-04-29;Aberto;S;Profissional;N;N;N
25399;FP2RE1774291184;470376;2026-03-23;2026-03-23;SUBCLASSE A AMOR 12 CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-04-06;Aberto;S;Profissional;N;N;N
25403;YTYQF1774357871;470546;2026-03-24;2026-03-24;SUBCLASSE A SALB CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-08;Aberto;S;Profissional;N;N;N
25416;6G5L31780410905;489573;2026-06-02;2026-06-02;SUBCLASSE I DA CLASSE DO CAPITÂNIA INFRA 30 CDI FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RL;Em Funcionamento Normal;2026-06-10;Aberto;N;Público Geral;N;N;N
25416;KLS6Y1780411008;489581;2026-06-02;2026-06-02;SUBCLASSE II DA CLASSE DO CAPITÂNIA INFRA 30 CDI FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RL;Fase Pré-Operacional;2026-06-02;Aberto;N;Público Geral;N;N;N
25508;J0ETO1775596030;473847;2026-04-07;2026-04-07;SUBCLASSE SÊNIOR SAFRA INFRA CONCEITO PRÉ CLASSE DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-04-27;Fechado;N;Qualificado;N;N;N
25508;SG0ZL1775597773;473880;2026-04-07;2026-04-07;SUBCLASSE SUBORDINADA SAFRA INFRA CONCEITO PRÉ CLASSE DE INV EM INFRAESTRUTURA EM RF RESP LIMITADA;Em Funcionamento Normal;2026-04-27;Fechado;N;Qualificado;N;N;N
25566;JAP2M1776349536;476170;2026-04-16;2026-04-16;SUBCLASSE A SHIRA IV CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-05-08;Aberto;S;Profissional;N;N;N
25618;XEKD61776950117;478016;2026-04-23;2026-04-23;SUBCLASSE A HEM 2 CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-04-29;Aberto;S;Profissional;N;N;N
25647;6MLCP1777896549;479144;2026-05-04;2026-05-04;SUBCLASSE A PARADISE CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-25;Aberto;S;Profissional;N;N;N
25656;26ZE21777900592;479403;2026-05-04;2026-05-04;SUBCLASSE SUBORDINADA SAFRA INFRA CONCEITO PÓS CLASSE DE INV EM INFRAESTRUTURA RF RESP LIMITADA;Em Funcionamento Normal;2026-05-29;Fechado;N;Qualificado;N;N;N
25656;V6NQW1777899230;479314;2026-05-04;2026-05-04;SUBCLASSE SÊNIOR SAFRA INFRA CONCEITO PÓS CLASSE DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-05-29;Fechado;N;Qualificado;N;N;N
25694;HWDGQ1777925632;480282;2026-05-04;2026-05-04;SUBCLASSE A ACATUS II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-20;Aberto;S;Profissional;N;N;N
25716;Z1GRT1778073237;481122;2026-05-06;2026-05-06;SUBCLASSE A FOUR STARS II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-06-11;Aberto;S;Profissional;N;N;N
25726;0RWXA1778175077;481378;2026-05-07;2026-05-07;SUBCLASSE SUBORDINADA SAFRA INFRA CONCEITO PÓS II CLASSE DE INV EM INFRAESTRUTURA RF RESP LIMITADA;Em Funcionamento Normal;2026-05-29;Fechado;N;Qualificado;N;N;N
25726;MIIOZ1778173823;481360;2026-05-07;2026-05-07;SUBCLASSE SÊNIOR SAFRA INFRA CONCEITO PÓS II CLASSE DE INV EM INFRAESTRUTURA RF RESP LIMITADA;Em Funcionamento Normal;2026-05-29;Fechado;N;Qualificado;N;N;N
25727;ITGGN1778172046;481386;2026-05-07;2026-05-07;SUBCLASSE A INFINITY CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-19;Aberto;S;Profissional;N;N;N
25763;QJTO31778597218;482811;2026-05-12;2026-05-12;SUBCLASSE A LACF CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-27;Aberto;S;Profissional;N;N;N
25767;J8JYW1778594558;482927;2026-05-12;2026-05-12;SUBCLASSE A PARLA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-05-26;Aberto;S;Profissional;N;N;N
25795;LTEBX1778778772;483923;2026-05-14;2026-05-14;SUBCLASSE A SAFRA INFRA CDI MASTER VII CLASSE DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-05-27;Aberto;N;Qualificado;N;N;N
25834;QN9SV1779132784;484857;2026-05-18;2026-05-18;SUBCLASSE A CAMPANARIO CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-05-28;Aberto;S;Profissional;N;N;N
25940;ENVGM1780513691;489905;2026-06-03;2026-06-03;SUBCLASSE A CAPARARI II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-06-24;Aberto;S;Profissional;N;N;N
26113;56I9X1782481070;496510;2026-06-26;2026-06-26;SUBCLASSE A AURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-07-10;Aberto;S;Profissional;N;N;N
26347;MTATS1785355395;506532;2026-07-29;2026-07-29;SUBCLASSE A SAFRA INFRA RENDA FIXA DINÂMICO CIC DE INV EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-08-12;Aberto;N;Qualificado;N;N;N
26399;6VNNB1785864869;508098;2026-08-04;2026-08-04;SUBCLASSE SUBORDINADA DO XPGS MASTER RENDA FIXA FI INFRAESTRUTURA RESP LTDA;Em Funcionamento Normal;2026-08-07;Aberto;N;Qualificado;N;N;N
26436;VRFQU1786652034;511030;2026-08-13;2026-08-13;SUBCLASSE SÊNIOR SAFRA BUILDING BLOCK SMART SENIOR CI EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-08-26;Fechado;N;Qualificado;N;N;N
26456;LPC941786480592;510335;2026-08-11;2026-08-11;SUBCLASSE A ALETHOS CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-08-11;Aberto;S;Profissional;N;N;N
26502;NTTIY1787084627;512290;2026-08-18;2026-08-18;SUBCLASSE A TMALTA II CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2026-08-27;Aberto;S;Profissional;N;N;N
26557;PTJKS1787668495;514330;2026-08-25;2026-08-25;SUBCLASSE A MANZANARES CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2026-09-01;Aberto;S;Profissional;N;N;N
26612;0UUP51788184863;516562;2026-08-31;2026-08-31;SUBCLASSE A ISLANDIA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Fase Pré-Operacional;2026-08-31;Aberto;S;Profissional;N;N;N
26636;6XYX01788370454;517390;2026-09-02;2026-09-02;SUBCLASSE A JUNDU CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-09-02;Aberto;S;Profissional;N;N;N
