ID_Registro_Fundo;ID_Registro_Classe;CNPJ_Classe;Codigo_CVM;Data_Registro;Data_Constituicao;Data_Inicio;Tipo_Classe;Denominacao_Social;Situacao;Data_Inicio_Situacao;Classificacao;Indicador_Desempenho;Classe_Cotas;Classificacao_Anbima;Tributacao_Longo_Prazo;Entidade_Investimento;Permitido_Aplicacao_CemPorCento_Exterior;Classe_ESG;Forma_Condominio;Exclusivo;Publico_Alvo;Patrimonio_Liquido;Data_Patrimonio_Liquido;CNPJ_Auditor;Auditor;CNPJ_Custodiante;Custodiante;CNPJ_Controlador;Controlador
56442;7622;28454176000132;253170;2025-02-11;2025-02-11;2025-02-11;Classes de Cotas de Fundos FIF;ZETA FIF INVEST EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-02-11;Renda Fixa;Índice de Mercado Andima NTN-B até 5 anos;N;Multimercados Estrat. Específica;;;N;N;Aberto;S;Profissional;222270364.51;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
56635;7707;28651550000190;253324;2025-02-04;2025-02-04;2025-02-04;Classes de Cotas de Fundos FIF;TONDELA FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-02-04;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;59377963.98;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
57819;8229;30102276000141;202622;2025-05-13;2025-05-13;2025-05-13;Classes de Cotas de Fundos FIF;SANTANDER HERMES RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF;Em Funcionamento Normal;2025-05-13;Renda Fixa;;N;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Aberto;S;Profissional;1265718454.39;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
58160;8369;30493677000170;135232;2025-03-24;2018-04-03;2025-03-24;Classes de Cotas de Fundos FIF;SANTANDER INFLAÇÃO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - FIF RESP LIMITADA;Em Funcionamento Normal;2025-03-24;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Público Geral;441264339.63;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
58341;8456;30568861000131;178586;2025-05-13;2025-05-13;2025-05-13;Classes de Cotas de Fundos FIF;AGADIR FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-05-13;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Profissional;153148731.96;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
58420;8480;30618457000125;100838;2024-12-27;2019-03-20;2024-12-27;Classes de Cotas de Fundos FIF;PLURAL DEBÊNTURES INCENTIVADAS HEDGE MASTER FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RL;Em Funcionamento Normal;2024-12-27;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Público Geral;507637404.92;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;42272526000170;BNY MELLON BANCO S.A.;02201501000161;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
58490;8513;30665679000107;71412;2024-09-06;2018-06-28;2024-09-06;Classes de Cotas de Fundos FIF;XPA GGG FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;Em Funcionamento Normal;2024-09-06;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;28980159.64;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
58766;8634;31120420000135;147729;2024-10-01;2024-10-01;2024-10-01;Classes de Cotas de Fundos FIF;JOURNEY CAPITAL ENDURANCE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2024-10-01;Renda Fixa;;N;Renda Fixa Duração Alta Crédito Livre;N;;N;N;Aberto;N;Público Geral;51524517.88;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
59161;8795;31615327000100;188018;2025-05-15;2025-05-15;2025-05-15;Classes de Cotas de Fundos FIF;NEBLUS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-05-15;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;S;Profissional;17885039.18;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
59297;8843;31908005000140;152307;2025-04-08;2025-04-08;2025-04-08;Classes de Cotas de Fundos FIF;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA  RENDA FIXA;Em Funcionamento Normal;2025-04-08;Renda Fixa;;N;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;N;Profissional;37606278.58;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
59434;8909;32045085000110;51675;2024-07-23;2019-07-04;2024-07-23;Classes de Cotas de Fundos FIF;LESCHER KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CP RESP LIMITADA;Em Funcionamento Normal;2024-07-23;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Fechado;S;Profissional;83894703.78;2026-09-01;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
59451;8923;32075119000110;139645;2025-03-18;2018-12-24;2025-03-18;Classes de Cotas de Fundos FIF;ARX HEDGE MASTER FIF EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-03-18;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Grau de Invest.;;;N;N;Aberto;N;Público Geral;1720250696.88;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;42272526000170;BNY MELLON BANCO S.A.;02201501000161;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
59930;9170;32485590000186;94048;2024-12-09;2018-12-18;2024-12-09;Classes de Cotas de Fundos FIF;TIVIO INFRA PLUS IPCA FIF  CI RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA  RESP LIMITADA;Em Funcionamento Normal;2024-12-09;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Público Geral;42884684.03;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
59985;9195;32666434000111;96490;2024-04-15;2019-03-01;2024-04-15;Classes de Cotas de Fundos FIF;PONTE DE PEDRA 3 FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-04-16;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;;;;456186087.91;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60209;9290;32811397000198;256536;2025-06-27;2025-06-27;2025-06-27;Classes de Cotas de Fundos FIF;BB TOP RENDA FIXA INCENTIVADO FIF INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-06-27;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;N;Público Geral;292826038.68;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;00000000000191;BANCO DO BRASIL S.A.;00000000000191;BANCO DO BRASIL S.A.
60261;9319;32862167000158;171115;2025-05-05;2025-05-05;2025-05-05;Classes de Cotas de Fundos FIF;SYKO FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRAESTRUTURA - RESP LIMITADA;Em Funcionamento Normal;2025-05-05;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;30085443.57;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
60399;9383;32999355000122;256706;2025-03-07;2025-03-07;2025-03-07;Classes de Cotas de Fundos FIF;SAFRA INFRA MASTER III FIF INV EM INFRAESTRUTURA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-03-07;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Grau de Invest.;;;N;N;Aberto;N;Qualificado;151138221.16;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60400;9384;32999370000170;256714;2025-02-24;2025-02-24;2025-02-24;Classes de Cotas de Fundos FIF;SAFRA INFRA VIP III FIF INV EM INFRAESTRUTURA CIC DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-02-24;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Qualificado;111929184.82;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60401;9385;32999390000141;256722;2025-03-07;2025-03-07;2025-03-07;Classes de Cotas de Fundos FIF;SAFRA INFRA MAX III FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-03-07;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Qualificado;63524426.28;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60403;9387;32999416000151;256749;2025-02-24;2025-02-24;2025-02-24;Classes de Cotas de Fundos FIF;SAFRA INFRA PREMIUM PROFISSIONAL II FIF INV EM INFRAESTRUTURA CI EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-02-24;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Grau de Invest.;;;N;N;Aberto;N;Profissional;88577076.15;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60602;9487;33422090000168;257001;2025-03-28;2025-03-28;2025-03-28;Classes de Cotas de Fundos FIF;ALFA GEMINI FIF INVESTIMENTO EM INFRAESTRUTURA CIC DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-03-28;Renda Fixa;Índice de Mercado Andima NTN-B até 5 anos;S;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;N;Público Geral;39876972.38;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60603;9488;33422113000134;257010;2025-04-24;2025-04-24;2025-04-24;Classes de Cotas de Fundos FIF;SAFRA GEMINI MASTER FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-04-24;Renda Fixa;Índice de Mercado Andima NTN-B até 5 anos;N;Renda Fixa Duração Livre Crédito Livre;N;;N;N;Aberto;N;Público Geral;39843971.53;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
60985;9686;34054886000178;182052;2025-05-16;2025-05-16;2025-05-16;Classes de Cotas de Fundos FIF;BRADESCO BNP PARIBAS FIF - CIC RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA;Em Funcionamento Normal;2025-05-16;Renda Fixa;Não se aplica;S;Renda Fixa Duração Livre Crédito Livre;;;N;S;Aberto;N;Público Geral;71382256.77;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
61380;9883;34370754000155;147982;2024-10-01;2024-10-01;2024-10-01;Classes de Cotas de Fundos FIF;CORLETO PERTICARA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO;Em Funcionamento Normal;2024-10-01;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;27756910.91;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
61745;10071;34666775000112;258342;2025-02-26;2025-02-26;2025-02-26;Classes de Cotas de Fundos FIF;SAFRA CAPITAL MARKET INFRA VIP FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-02-26;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Público Geral;17393973.64;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
61755;10075;34681760000123;96580;2024-05-06;2019-10-07;2024-05-06;Classes de Cotas de Fundos FIF;ALH II FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO RENDA FIXA EM INFRA RESP LIMITADA;Em Funcionamento Normal;2024-05-20;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;;;;28446650.75;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
61921;10170;34792037000111;127850;2025-02-28;2019-11-20;2025-02-28;Classes de Cotas de Fundos FIF;ICATU SEGUROS FIF - CI INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESP LIMITADA;Em Funcionamento Normal;2025-02-28;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;565004061.51;2026-09-01;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
61961;10196;34799490000150;115053;2025-01-27;2019-12-02;2025-01-27;Classes de Cotas de Fundos FIF;JUQUEHY INFRA FIF - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA;Em Funcionamento Normal;2025-01-27;Renda Fixa;OUTROS;N;Renda Fixa Duração Baixa Crédito Livre;;;N;N;Aberto;S;Profissional;77226700.87;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
62436;10405;35491073000108;51713;2024-07-23;2020-03-18;2024-07-23;Classes de Cotas de Fundos FIF;INGAZINHO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRAESTRUTURA RF CP RESP LIMITADA;Em Funcionamento Normal;2024-07-23;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;91004182.73;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
62498;10442;35535409000197;259047;2025-02-12;2025-02-12;2025-02-12;Classes de Cotas de Fundos FIF;VICTORIOUS ISADORA FIF INV EM INFRAESTRUTURA CLASSE DE INV EM COTAS DE INV EM INFRA RF RESP LIMITADA;Em Funcionamento Normal;2025-02-12;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;S;Profissional;7696791.59;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
62507;10445;35535754000120;96660;2024-05-16;2020-01-22;2024-05-16;Classes de Cotas de Fundos FIF;LINCE 5 FIF INV EM INFRA CLASSE DE INV RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-05-17;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;;;;31236991.09;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
62688;10539;35650677000150;51730;2024-07-23;2020-01-03;2024-07-23;Classes de Cotas de Fundos FIF;OROBÓ KINEA FIF FI INCENTIVADO EM DEBÊNTURES DE INFRAESTRUTURA RF CP RESP LIMITADA;Em Funcionamento Normal;2024-07-23;Renda Fixa;Índice de Mercado Andima todas NTN-B;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;112404154.42;2026-09-01;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;60701190000104;ITAU UNIBANCO S.A.;60701190000104;ITAU UNIBANCO S.A.
62955;10645;35755062000198;97462;2024-04-19;2022-11-18;2024-04-19;Classes de Cotas de Fundos FIF;RUBI 4 FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-04-29;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;;;;39446592.61;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
63442;10892;36178962000182;96709;2024-05-27;2020-03-02;2024-05-27;Classes de Cotas de Fundos FIF;KAMYROS FIF INVESTIMENTO EM INFRAESTRUTURA CI EM INFRAESTRUTURA RENDA FIXA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-05-31;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;;;;26969822.22;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
63691;11023;36352361000144;143162;2025-03-14;2022-03-15;2025-03-14;Classes de Cotas de Fundos FIF;SPARTA DEBÊNTURES INCENTIVADAS 45 FIC FIF EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-03-14;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Público Geral;634203124.74;2026-09-02;57755217000129;KPMG AUDITORES INDEPENDENTES LTDA.;42272526000170;BNY MELLON BANCO S.A.;02201501000161;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
64012;11182;36729801000130;178772;2025-05-13;2025-05-13;2025-05-13;Classes de Cotas de Fundos FIF;NAVI HIGH INCOME FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-05-13;Renda Fixa;;N;Renda Fixa Duração Média Crédito Livre;S;;N;N;Aberto;N;Qualificado;9949275.06;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
64722;11543;37396696000127;261440;2025-06-27;2025-06-27;2025-06-27;Classes de Cotas de Fundos FIF;XP MASTER I FIF EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-06-27;Renda Fixa;OUTROS;N;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Fechado;S;Qualificado;234074796.66;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;45246410000155;BANCO GENIAL S.A.;45246410000155;BANCO GENIAL S.A.
65325;11829;37928209000120;261955;2025-01-10;2025-01-10;2025-01-10;Classes de Cotas de Fundos FIF;ANACIREMA FIF INV EM INFRAESTRUTURA CLASSE DE INV EM COTAS DE INV EM INFRA RENDA FIXA RESP LIMITADA;Em Funcionamento Normal;2025-01-10;Renda Fixa;DI de um dia;S;Renda Fixa Duração Livre Crédito Livre;;;N;N;Fechado;S;Profissional;18690401.22;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
65510;11910;38065012000177;204285;2025-06-03;2025-06-03;2025-06-03;Classes de Cotas de Fundos FIF;CAPITANIA FI FINANCEIRO EM COTAS DE FUNDOS INCENTIVADOS DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;Em Funcionamento Normal;2025-06-03;Renda Fixa;;S;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Fechado;N;Público Geral;1209110888.18;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;30306294000145;BANCO BTG PACTUAL S/A;59281253000123;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
65958;12113;38442982000144;193437;2025-05-16;2025-05-16;2025-05-16;Classes de Cotas de Fundos FIF;BNP PARIBAS BRADESCO CLASSE DE INVESTIMENTO INFRAESTRUTURA SUSTENTÁVEL IS RF CP - RESP LIMITADA;Em Funcionamento Normal;2025-05-16;Renda Fixa;Não se aplica;N;Renda Fixa Duração Livre Crédito Livre;;;N;N;Aberto;N;Público Geral;70965949.00;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;01522368000182;BANCO BNP PARIBAS BRASIL S/A;01522368000182;BANCO BNP PARIBAS BRASIL S/A
65959;12114;38443033000189;281263;2025-06-17;2025-06-17;2025-06-17;Classes de Cotas de Fundos FIF;BNP PARIBAS INFRAESTRUTURA CDI CIC DE INVESTIMENTO RF SUSTENTÁVEL IS - RESP LIMITADA;Em Funcionamento Normal;2025-06-17;Renda Fixa;;S;Renda Fixa Duração Livre Crédito Livre;S;;N;N;Aberto;N;Público Geral;57891331.44;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;01522368000182;BANCO BNP PARIBAS BRASIL S/A;01522368000182;BANCO BNP PARIBAS BRASIL S/A
66241;12234;39255769000196;206091;2025-06-03;2025-06-03;2025-06-03;Classes de Cotas de Fundos FIF;BB CASTANHA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA;Em Funcionamento Normal;2025-06-03;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;105505407.22;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;00000000000191;BANCO DO BRASIL S.A.;00000000000191;BANCO DO BRASIL S.A.
66523;12362;39511976000164;157007;2025-01-15;2025-01-15;2025-01-15;Classes de Cotas de Fundos FIF;INFRA PLUS RENDA FIXA CLASSE INCENTIVADA  DE INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMIT;Em Funcionamento Normal;2025-01-15;Renda Fixa;DI de um dia;N;Renda Fixa Duração Livre Crédito Livre;;N;N;N;Aberto;N;Profissional;170071863.82;2026-09-02;61366936000125;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;62318407000119;S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
66656;12426;39687929000176;18767;2024-02-16;2021-04-14;2024-02-16;Classes de Cotas de Fundos FIF;SAFRA INFRA JUROS REAIS FIF INV EM INFRAESTRUTURA CIC DE INV EM INFRA RF LONGO PRAZO RESP LIMITADA;Em Funcionamento Normal;2024-02-20;Renda Fixa;OUTROS;S;Renda Fixa Duração Livre Crédito Livre;S;;N;N;;;;13054864.45;2026-09-02;49928567000111;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;58160789000128;BANCO SAFRA S/A;58160789000128;BANCO SAFRA S/A
66663;12430;39703214000160;262978;2025-06-27;2025-06-27;2025-06-27;Classes de Cotas de Fundos FIF;ICATU VANGUARDA TFO INCENTIVADO EM INFRAESTRUTURA FIF  CLASSE DE INVESTIMENTO RF  - RESP  LIMITADA;Em Funcionamento Normal;2025-06-27;Renda Fixa;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);N;Renda Fixa Duração Média Crédito Livre;;;N;N;Aberto;N;Qualificado;256544052.58;2026-09-02;61562112000120;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;60746948000112;BANCO BRADESCO S.A.;60746948000112;BANCO BRADESCO S.A.
